,Country,economy,Year,GDP
12203,Middle East & North Africa (IDA & IBRD countries),TMN,YR2005,4.42062941270582
12204,Middle East & North Africa (excluding high income),MNA,YR2005,4.47171844981477
12205,Middle East & North Africa,MEA,YR2005,4.97968651976942
12206,Lower middle income,LMC,YR2005,6.70558821450786
12207,Low income,LIC,YR2005,6.57988699542497
12208,Low & middle income,LMY,YR2005,7.31566052476947
12209,Least developed countries: UN classification,LDC,YR2005,7.42553661335744
12210,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2005,4.02745618128277
12211,Latin America & Caribbean (excluding high income),LAC,YR2005,3.98895482375281
12212,Latin America & Caribbean,LCN,YR2005,3.93181362889628
12213,Late-demographic dividend,LTE,YR2005,7.74047477618413
12214,IDA total,IDA,YR2005,6.18837768164175
12215,IDA only,IDX,YR2005,6.16433885275703
12216,IDA blend,IDB,YR2005,6.21313626025213
12217,IDA & IBRD total,IBT,YR2005,7.10096580334807
12218,IBRD only,IBD,YR2005,7.1844785256469
12219,High income,HIC,YR2005,2.9745387366886
12220,Heavily indebted poor countries (HIPC),HPC,YR2005,5.56906380443603
12221,Fragile and conflict affected situations,FCS,YR2005,5.8344600983722
12222,European Union,EUU,YR2005,1.92474300907963
12223,Europe & Central Asia (IDA & IBRD countries),TEC,YR2005,6.64326064519712
12224,Europe & Central Asia (excluding high income),ECA,YR2005,8.4601464051734
12225,Europe & Central Asia,ECS,YR2005,2.67183019223177
12226,Euro area,EMU,YR2005,1.69294371640338
12227,East Asia & Pacific (IDA & IBRD countries),TEA,YR2005,9.97650606306892
12228,East Asia & Pacific (excluding high income),EAP,YR2005,9.97695756050231
12229,East Asia & Pacific,EAS,YR2005,5.89930115812956
12230,Early-demographic dividend,EAR,YR2005,5.85493664383965
12231,Central Europe and the Baltics,CEB,YR2005,5.01902183717348
12232,Caribbean small states,CSS,YR2005,3.28061978937919
12233,Arab World,ARB,YR2005,5.46655918441073
12234,Africa Western and Central,AFW,YR2005,5.82894003238981
12235,Africa Eastern and Southern,AFE,YR2005,6.16483585935859
12236,Zimbabwe,ZWE,YR2006,-3.46149518781378
12237,Zambia,ZMB,YR2006,7.90369444480079
12238,"Yemen, Rep.",YEM,YR2006,3.17040935922364
12239,West Bank and Gaza,PSE,YR2006,-0.996556103477076
12240,Virgin Islands (U.S.),VIR,YR2006,3.50499314666143
12241,Viet Nam,VNM,YR2006,6.97795481056711
12242,"Venezuela, RB",VEN,YR2006,9.87214910851037
12243,Vanuatu,VUT,YR2006,8.46069747205426
12244,Uzbekistan,UZB,YR2006,7.45141847621768
12245,Uruguay,URY,YR2006,4.09857735445401
12246,United States,USA,YR2006,2.78453963938148
12247,United Kingdom,GBR,YR2006,2.38627536792974
12248,United Arab Emirates,ARE,YR2006,9.83731976923958
12249,Ukraine,UKR,YR2006,7.57142076322967
12250,Uganda,UGA,YR2006,10.7847443857453
12251,Tuvalu,TUV,YR2006,2.4390243902439
12252,Turks and Caicos Islands,TCA,YR2006,
12253,Turkmenistan,TKM,YR2006,10.9733083254017
12254,Turkiye,TUR,YR2006,6.94798808571993
12255,Tunisia,TUN,YR2006,5.24409983246916
12256,Trinidad and Tobago,TTO,YR2006,13.2080586051735
12257,Tonga,TON,YR2006,-0.148635322896695
12258,Togo,TGO,YR2006,2.65013209953131
12259,Timor-Leste,TLS,YR2006,-4.11609268942114
12260,Thailand,THA,YR2006,4.96781089246107
12261,Tanzania,TZA,YR2006,6.53222138847813
12262,Tajikistan,TJK,YR2006,7.00000321108996
12263,Syrian Arab Republic,SYR,YR2006,5.04619555585526
12264,Switzerland,CHE,YR2006,4.07362844994275
12265,Sweden,SWE,YR2006,4.66277355175126
12266,Suriname,SUR,YR2006,5.79354358463304
12267,Sudan,SDN,YR2006,6.5314117467792
12268,St. Vincent and the Grenadines,VCT,YR2006,6.99692626758825
12269,St. Martin (French part),MAF,YR2006,
12270,St. Lucia,LCA,YR2006,6.19525729141048
12271,St. Kitts and Nevis,KNA,YR2006,3.15038119968223
12272,Sri Lanka,LKA,YR2006,7.66829190107919
12273,Spain,ESP,YR2006,4.10268574072705
12274,South Sudan,SSD,YR2006,
12275,South Africa,ZAF,YR2006,5.60380645895889
12276,Somalia,SOM,YR2006,6.48637073276652
12277,Solomon Islands,SLB,YR2006,4.13828031825385
12278,Slovenia,SVN,YR2006,5.746396900645
12279,Slovak Republic,SVK,YR2006,8.49317674533845
12280,Sint Maarten (Dutch part),SXM,YR2006,
12281,Singapore,SGP,YR2006,9.00676607871758
12282,Sierra Leone,SLE,YR2006,4.28311044472468
12283,Seychelles,SYC,YR2006,9.40612855732827
12284,Serbia,SRB,YR2006,5.10779014122984
12285,Senegal,SEN,YR2006,2.33077098330239
12286,Saudi Arabia,SAU,YR2006,2.78840597311492
12287,Sao Tome and Principe,STP,YR2006,8.86610935944026
12288,San Marino,SMR,YR2006,3.83008356545962
12289,Samoa,WSM,YR2006,2.13212714677351
12290,Rwanda,RWA,YR2006,9.22706782580049
12291,Russian Federation,RUS,YR2006,8.20006825456321
12292,Romania,ROU,YR2006,8.02881107599163
12293,Qatar,QAT,YR2006,26.1702456703032
12294,Puerto Rico,PRI,YR2006,-1.4094140244287
12295,Portugal,PRT,YR2006,1.62503417629674
12296,Poland,POL,YR2006,6.13113645855509
12297,Philippines,PHL,YR2006,5.31641682136939
12298,Peru,PER,YR2006,7.5288990440594
12299,Paraguay,PRY,YR2006,4.80711719268376
12300,Papua New Guinea,PNG,YR2006,5.40994409107307
12301,Panama,PAN,YR2006,8.65246568580307
12302,Palau,PLW,YR2006,-0.12372305506662
12303,Pakistan,PAK,YR2006,6.05163767569996
12304,Oman,OMN,YR2006,5.3718888740982
12305,Norway,NOR,YR2006,2.46147313370328
12306,Northern Mariana Islands,MNP,YR2006,-6.87146321746161
12307,North Macedonia,MKD,YR2006,5.13702516153505
12308,Nigeria,NGA,YR2006,6.05942803202912
12309,Niger,NER,YR2006,5.93104997350342
12310,Nicaragua,NIC,YR2006,4.15319958790397
12311,New Zealand,NZL,YR2006,2.77957134994847
12312,New Caledonia,NCL,YR2006,
12313,Netherlands,NLD,YR2006,3.46098895411502
12314,Nepal,NPL,YR2006,3.36461478056277
12315,Nauru,NRU,YR2006,-8.51063829787223
12316,Namibia,NAM,YR2006,7.07317531845825
12317,Myanmar,MMR,YR2006,13.0761013792372
12318,Mozambique,MOZ,YR2006,9.91067756782915
12319,Morocco,MAR,YR2006,7.7908200104027
12320,Montenegro,MNE,YR2006,8.56641802964207
12321,Mongolia,MNG,YR2006,8.55623481664365
12322,Monaco,MCO,YR2006,5.79404793257837
12323,Moldova,MDA,YR2006,4.79999983670831
12324,"Micronesia, Fed. Sts.",FSM,YR2006,-0.0810552934164832
12325,Mexico,MEX,YR2006,4.80501352746852
12326,Mauritius,MUS,YR2006,4.8655446077553
12327,Mauritania,MRT,YR2006,18.3331987597713
12328,Marshall Islands,MHL,YR2006,0.219614635016299
12329,Malta,MLT,YR2006,2.51014276491905
12330,Mali,MLI,YR2006,4.66218687758322
12331,Maldives,MDV,YR2006,23.6057982839176
12332,Malaysia,MYS,YR2006,5.5848470671515
12333,Malawi,MWI,YR2006,4.69999976528092
12334,Madagascar,MDG,YR2006,5.3985084485368
12335,"Macao SAR, China",MAC,YR2006,13.3901469197364
12336,Luxembourg,LUX,YR2006,6.01671504402741
12337,Lithuania,LTU,YR2006,7.41412133545715
12338,Liechtenstein,LIE,YR2006,8.64496857267281
12339,Libya,LBY,YR2006,6.50052541959279
12340,Liberia,LBR,YR2006,8.04390997190059
12341,Lesotho,LSO,YR2006,4.23009522805209
12342,Lebanon,LBN,YR2006,1.54951500083213
12343,Latvia,LVA,YR2006,11.9718356939022
12344,Lao PDR,LAO,YR2006,8.61926620832807
12345,Kyrgyz Republic,KGZ,YR2006,3.10289874199981
12346,Kuwait,KWT,YR2006,7.51477300024021
12347,Kosovo,XKX,YR2006,
12348,"Korea, Rep.",KOR,YR2006,5.26432659466724
12349,"Korea, Dem. People's Rep.",PRK,YR2006,
12350,Kiribati,KIR,YR2006,5.9782608695652
12351,Kenya,KEN,YR2006,6.47249430015484
12352,Kazakhstan,KAZ,YR2006,10.7
12353,Jordan,JOR,YR2006,8.09297527811933
12354,Japan,JPN,YR2006,1.37235012762038
12355,Jamaica,JAM,YR2006,2.89912534958872
12356,Italy,ITA,YR2006,1.79063968081796
12357,Israel,ISR,YR2006,5.58266795932438
12358,Isle of Man,IMN,YR2006,7.69999871253432
12359,Ireland,IRL,YR2006,4.98785381227775
12360,Iraq,IRQ,YR2006,5.64629779544931
12361,"Iran, Islamic Rep.",IRN,YR2006,4.99979526935969
12362,Indonesia,IDN,YR2006,5.50095178537065
12363,India,IND,YR2006,8.06073257166651
12364,Iceland,ISL,YR2006,6.31699308637074
12365,Hungary,HUN,YR2006,3.9460668802932
12366,"Hong Kong SAR, China",HKG,YR2006,7.03265900519784
12367,Honduras,HND,YR2006,6.56724355177587
12368,Haiti,HTI,YR2006,1.76875060288195
12369,Guyana,GUY,YR2006,5.12960934773
12370,Guinea-Bissau,GNB,YR2006,2.66650493227063
12371,Guinea,GIN,YR2006,1.18960211693242
12372,Guatemala,GTM,YR2006,5.35139778711536
12373,Guam,GUM,YR2006,-3.65251727541954
12374,Grenada,GRD,YR2006,-3.99532824427482
12375,Greenland,GRL,YR2006,5.55569490080012
12376,Greece,GRC,YR2006,5.65243353574094
12377,Gibraltar,GIB,YR2006,
12378,Ghana,GHA,YR2006,6.39991260618034
12379,Germany,DEU,YR2006,3.816441912988
12380,Georgia,GEO,YR2006,9.42148081189909
12381,"Gambia, The",GMB,YR2006,-0.555580977246521
12382,Gabon,GAB,YR2006,-2.80657835569052
12383,French Polynesia,PYF,YR2006,0.889584117597607
12384,France,FRA,YR2006,2.44932360111885
12385,Finland,FIN,YR2006,4.02740965802573
12386,Fiji,FJI,YR2006,1.85248387199486
12387,Faroe Islands,FRO,YR2006,
12388,Ethiopia,ETH,YR2006,10.834727065877
12389,Eswatini,SWZ,YR2006,5.9921668378351
12390,Estonia,EST,YR2006,9.76558336997708
12391,Eritrea,ERI,YR2006,-0.969217110711355
12392,Equatorial Guinea,GNQ,YR2006,7.70491760658767
12393,El Salvador,SLV,YR2006,4.3369986028604
12394,"Egypt, Arab Rep.",EGY,YR2006,6.84383819369884
12395,Ecuador,ECU,YR2006,4.34113198577639
12396,Dominican Republic,DOM,YR2006,9.1743554058408
12397,Dominica,DMA,YR2006,4.65945548635737
12398,Djibouti,DJI,YR2006,
12399,Denmark,DNK,YR2006,3.9130079783106
12400,Czechia,CZE,YR2006,6.76693268125427
12401,Cyprus,CYP,YR2006,4.71382866563106
12402,Curacao,CUW,YR2006,1.63593468987035
12403,Cuba,CUB,YR2006,12.0658629777336
12404,Croatia,HRV,YR2006,5.07683541210319
12405,Cote d'Ivoire,CIV,YR2006,2.81557859252327
12406,Costa Rica,CRI,YR2006,7.32669543218398
12407,"Congo, Rep.",COG,YR2006,7.98623836334291
12408,"Congo, Dem. Rep.",COD,YR2006,5.32097956548998
12409,Comoros,COM,YR2006,2.6469554759412
12410,Colombia,COL,YR2006,6.71686869844402
12411,China,CHN,YR2006,12.7209556654032
12412,Chile,CHL,YR2006,6.04999082904382
12413,Channel Islands,CHI,YR2006,
12414,Chad,TCD,YR2006,0.648262014094513
12415,Central African Republic,CAF,YR2006,4.77108543044105
12416,Cayman Islands,CYM,YR2006,
12417,Canada,CAN,YR2006,2.6379438004107
12418,Cameroon,CMR,YR2006,3.80958327566137
12419,Cambodia,KHM,YR2006,10.7710836693663
12420,Cabo Verde,CPV,YR2006,7.98375044795048
12421,Burundi,BDI,YR2006,5.41380714491444
12422,Burkina Faso,BFA,YR2006,6.25316468817478
12423,Bulgaria,BGR,YR2006,6.80258960222969
12424,Brunei Darussalam,BRN,YR2006,4.39771967752176
12425,British Virgin Islands,VGB,YR2006,
12426,Brazil,BRA,YR2006,3.96198871122617
12427,Botswana,BWA,YR2006,8.36387109282306
12428,Bosnia and Herzegovina,BIH,YR2006,5.41400357079434
12429,Bolivia,BOL,YR2006,4.79700882356067
12430,Bhutan,BTN,YR2006,5.64080526497442
12431,Bermuda,BMU,YR2006,5.5438663804406
12432,Benin,BEN,YR2006,3.94373882815798
12433,Belize,BLZ,YR2006,4.5114554419801
12434,Belgium,BEL,YR2006,2.55234994366351
12435,Belarus,BLR,YR2006,9.99999472133968
12436,Barbados,BRB,YR2006,6.07054563713456
12437,Bangladesh,BGD,YR2006,6.67190498576788
12438,Bahrain,BHR,YR2006,6.46700012199585
12439,"Bahamas, The",BHS,YR2006,2.51659221712706
12440,Azerbaijan,AZE,YR2006,34.5
12441,Austria,AUT,YR2006,3.45404183614122
12442,Australia,AUS,YR2006,2.75529824273126
12443,Aruba,ABW,YR2006,1.12741146411624
12444,Armenia,ARM,YR2006,13.1999999994661
12445,Argentina,ARG,YR2006,8.04715150043027
12446,Antigua and Barbuda,ATG,YR2006,12.7080125311953
12447,Angola,AGO,YR2006,11.549999997879
12448,Andorra,AND,YR2006,4.80868869916921
12449,American Samoa,ASM,YR2006,-4.09836065573771
12450,Algeria,DZA,YR2006,2.9000000001322
12451,Albania,ALB,YR2006,5.90265903591924
12452,Afghanistan,AFG,YR2006,5.35740324748592
12453,World,WLD,YR2006,4.4427926960624
12454,Upper middle income,UMC,YR2006,8.60066797553938
12455,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2006,6.05586414396552
12456,Sub-Saharan Africa (excluding high income),SSA,YR2006,6.05283539870058
12457,Sub-Saharan Africa,SSF,YR2006,6.05586414396551
12458,South Asia (IDA & IBRD),TSA,YR2006,7.61852880141585
12459,South Asia,SAS,YR2006,7.61852880141585
12460,Small states,SST,YR2006,5.82519825435497
12461,Pre-demographic dividend,PRE,YR2006,6.22516424217756
12462,Post-demographic dividend,PST,YR2006,2.92055464654892
12463,Pacific island small states,PSS,YR2006,2.37574820869501
12464,Other small states,OSS,YR2006,6.39726990504643
12465,OECD members,OED,YR2006,3.02633444904123
12466,Not classified,INX,YR2006,
12467,North America,NAC,YR2006,2.77431463888753
12468,Middle income,MIC,YR2006,8.25324132040579
12469,Middle East & North Africa (IDA & IBRD countries),TMN,YR2006,5.32741953032343
12470,Middle East & North Africa (excluding high income),MNA,YR2006,5.27732160544079
12471,Middle East & North Africa,MEA,YR2006,5.8961597960066
12472,Lower middle income,LMC,YR2006,6.96132584749616
12473,Low income,LIC,YR2006,5.92096999975644
12474,Low & middle income,LMY,YR2006,8.20742118870892
12475,Least developed countries: UN classification,LDC,YR2006,6.87156469885288
12476,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2006,5.23869344672066
12477,Latin America & Caribbean (excluding high income),LAC,YR2006,5.25294233722504
12478,Latin America & Caribbean,LCN,YR2006,5.12948994163591
12479,Late-demographic dividend,LTE,YR2006,9.28416576189139
12480,IDA total,IDA,YR2006,6.07710359032268
12481,IDA only,IDX,YR2006,6.29372804648504
12482,IDA blend,IDB,YR2006,5.85409565636272
12483,IDA & IBRD total,IBT,YR2006,8.11240850217312
12484,IBRD only,IBD,YR2006,8.29693230496493
12485,High income,HIC,YR2006,3.22028728970081
12486,Heavily indebted poor countries (HIPC),HPC,YR2006,5.86256694451602
12487,Fragile and conflict affected situations,FCS,YR2006,5.82117279069327
12488,European Union,EUU,YR2006,3.49444551574788
12489,Europe & Central Asia (IDA & IBRD countries),TEC,YR2006,7.853186716488
12490,Europe & Central Asia (excluding high income),ECA,YR2006,8.22853653823152
12491,Europe & Central Asia,ECS,YR2006,3.8650352640901
12492,Euro area,EMU,YR2006,3.23919602311211
12493,East Asia & Pacific (IDA & IBRD countries),TEA,YR2006,11.0778674808846
12494,East Asia & Pacific (excluding high income),EAP,YR2006,11.0785090646634
12495,East Asia & Pacific,EAS,YR2006,6.45377931797739
12496,Early-demographic dividend,EAR,YR2006,6.02800866420148
12497,Central Europe and the Baltics,CEB,YR2006,6.59476113127972
12498,Caribbean small states,CSS,YR2006,4.45625279922749
12499,Arab World,ARB,YR2006,6.16578265802067
12500,Africa Western and Central,AFW,YR2006,5.37476155848412
12501,Africa Eastern and Southern,AFE,YR2006,6.57759419970034
12502,Zimbabwe,ZWE,YR2007,-3.65332683535506
12503,Zambia,ZMB,YR2007,8.35243624447406
12504,"Yemen, Rep.",YEM,YR2007,3.33842795605096
12505,West Bank and Gaza,PSE,YR2007,3.78828152085981
12506,Virgin Islands (U.S.),VIR,YR2007,4.01059402194477
12507,Viet Nam,VNM,YR2007,7.12950448605439
12508,"Venezuela, RB",VEN,YR2007,8.7535788078585
12509,Vanuatu,VUT,YR2007,2.8758922877538
12510,Uzbekistan,UZB,YR2007,9.4730053054454
12511,Uruguay,URY,YR2007,6.54151084504817
12512,United States,USA,YR2007,2.00385829825838
12513,United Kingdom,GBR,YR2007,2.62033122218656
12514,United Arab Emirates,ARE,YR2007,3.18439017324607
12515,Ukraine,UKR,YR2007,8.21584445165715
12516,Uganda,UGA,YR2007,8.41242596551071
12517,Tuvalu,TUV,YR2007,7.14285714285714
12518,Turks and Caicos Islands,TCA,YR2007,
12519,Turkmenistan,TKM,YR2007,11.05929947045
12520,Turkiye,TUR,YR2007,5.04350793157104
12521,Tunisia,TUN,YR2007,6.70952097453554
12522,Trinidad and Tobago,TTO,YR2007,4.75420970092722
12523,Tonga,TON,YR2007,0.271095291096827
12524,Togo,TGO,YR2007,-1.17512039095217
12525,Timor-Leste,TLS,YR2007,10.2653884542201
12526,Thailand,THA,YR2007,5.43515169050809
12527,Tanzania,TZA,YR2007,6.76853520293716
12528,Tajikistan,TJK,YR2007,7.80000011872161
12529,Syrian Arab Republic,SYR,YR2007,5.67459177685805
12530,Switzerland,CHE,YR2007,3.9163758177818
12531,Sweden,SWE,YR2007,3.43922177600065
12532,Suriname,SUR,YR2007,5.11148777773458
12533,Sudan,SDN,YR2007,5.73527423664484
12534,St. Vincent and the Grenadines,VCT,YR2007,3.3229685982929
12535,St. Martin (French part),MAF,YR2007,
12536,St. Lucia,LCA,YR2007,1.69161857433913
12537,St. Kitts and Nevis,KNA,YR2007,0.600602326543751
12538,Sri Lanka,LKA,YR2007,6.79682611892866
12539,Spain,ESP,YR2007,3.60473846199818
12540,South Sudan,SSD,YR2007,
12541,South Africa,ZAF,YR2007,5.36047405394162
12542,Somalia,SOM,YR2007,6.69435192560654
12543,Solomon Islands,SLB,YR2007,3.63967242948135
12544,Slovenia,SVN,YR2007,6.98016075450694
12545,Slovak Republic,SVK,YR2007,10.8320288129653
12546,Sint Maarten (Dutch part),SXM,YR2007,
12547,Singapore,SGP,YR2007,9.02151951268893
12548,Sierra Leone,SLE,YR2007,7.97656533438349
12549,Seychelles,SYC,YR2007,8.87606645570879
12550,Serbia,SRB,YR2007,6.43952555416212
12551,Senegal,SEN,YR2007,2.82711920133374
12552,Saudi Arabia,SAU,YR2007,1.84713499169528
12553,Sao Tome and Principe,STP,YR2007,3.64147185166024
12554,San Marino,SMR,YR2007,7.10932260228034
12555,Samoa,WSM,YR2007,0.485982550017255
12556,Rwanda,RWA,YR2007,7.63328434196235
12557,Russian Federation,RUS,YR2007,8.49997776916511
12558,Romania,ROU,YR2007,7.23380774362805
12559,Qatar,QAT,YR2007,17.9856568160263
12560,Puerto Rico,PRI,YR2007,-1.16280669029348
12561,Portugal,PRT,YR2007,2.50657964551773
12562,Poland,POL,YR2007,7.06153463356746
12563,Philippines,PHL,YR2007,6.51929155018938
12564,Peru,PER,YR2007,8.5183877690955
12565,Paraguay,PRY,YR2007,5.42162287218235
12566,Papua New Guinea,PNG,YR2007,7.81518922862388
12567,Panama,PAN,YR2007,11.9839851119737
12568,Palau,PLW,YR2007,1.75400329499828
12569,Pakistan,PAK,YR2007,4.4448143398844
12570,Oman,OMN,YR2007,4.45268356538111
12571,Norway,NOR,YR2007,2.91403998607174
12572,Northern Mariana Islands,MNP,YR2007,-6.68402777777779
12573,North Macedonia,MKD,YR2007,6.47348685752347
12574,Nigeria,NGA,YR2007,6.59113036068734
12575,Niger,NER,YR2007,3.14272408386731
12576,Nicaragua,NIC,YR2007,5.07581749945302
12577,New Zealand,NZL,YR2007,3.04991051170988
12578,New Caledonia,NCL,YR2007,
12579,Netherlands,NLD,YR2007,3.77284252073882
12580,Nepal,NPL,YR2007,3.41156027980276
12581,Nauru,NRU,YR2007,-4.65116279069787
12582,Namibia,NAM,YR2007,5.37404415167634
12583,Myanmar,MMR,YR2007,11.9914352402146
12584,Mozambique,MOZ,YR2007,7.64935393795867
12585,Morocco,MAR,YR2007,3.44106776690418
12586,Montenegro,MNE,YR2007,6.81015012526991
12587,Mongolia,MNG,YR2007,10.2480163590057
12588,Monaco,MCO,YR2007,14.4386357978591
12589,Moldova,MDA,YR2007,3.00000022585525
12590,"Micronesia, Fed. Sts.",FSM,YR2007,-1.83618529402398
12591,Mexico,MEX,YR2007,2.07786393438754
12592,Mauritius,MUS,YR2007,5.72701615981669
12593,Mauritania,MRT,YR2007,-1.96942275160761
12594,Marshall Islands,MHL,YR2007,3.41627945757952
12595,Malta,MLT,YR2007,4.77470580212453
12596,Mali,MLI,YR2007,3.49361681253744
12597,Maldives,MDV,YR2007,7.1234276596343
12598,Malaysia,MYS,YR2007,6.29878592740947
12599,Malawi,MWI,YR2007,9.5999998762672
12600,Madagascar,MDG,YR2007,5.71056419885052
12601,"Macao SAR, China",MAC,YR2007,14.4767411392737
12602,Luxembourg,LUX,YR2007,8.0986676066054
12603,Lithuania,LTU,YR2007,11.1074801410501
12604,Liechtenstein,LIE,YR2007,3.325963509369
12605,Libya,LBY,YR2007,6.22998278561838
12606,Liberia,LBR,YR2007,9.53527536282282
12607,Lesotho,LSO,YR2007,4.18791409957151
12608,Lebanon,LBN,YR2007,9.31062252641144
12609,Latvia,LVA,YR2007,9.941921627624
12610,Lao PDR,LAO,YR2007,7.59682880054878
12611,Kyrgyz Republic,KGZ,YR2007,8.54287477507607
12612,Kuwait,KWT,YR2007,5.99157551059315
12613,Kosovo,XKX,YR2007,
12614,"Korea, Rep.",KOR,YR2007,5.79954841503216
12615,"Korea, Dem. People's Rep.",PRK,YR2007,
12616,Kiribati,KIR,YR2007,3.07692307692307
12617,Kenya,KEN,YR2007,6.85072976998784
12618,Kazakhstan,KAZ,YR2007,8.89999999999405
12619,Jordan,JOR,YR2007,8.17616995204646
12620,Japan,JPN,YR2007,1.48396941163492
12621,Jamaica,JAM,YR2007,1.43195403665118
12622,Italy,ITA,YR2007,1.48707298036786
12623,Israel,ISR,YR2007,6.0332135706837
12624,Isle of Man,IMN,YR2007,7.50000022988817
12625,Ireland,IRL,YR2007,5.31011822051231
12626,Iraq,IRQ,YR2007,1.88557214264485
12627,"Iran, Islamic Rep.",IRN,YR2007,8.15577351843464
12628,Indonesia,IDN,YR2007,6.34502222761846
12629,India,IND,YR2007,7.6608150670107
12630,Iceland,ISL,YR2007,8.45486009612951
12631,Hungary,HUN,YR2007,0.277372772325805
12632,"Hong Kong SAR, China",HKG,YR2007,6.4648144548709
12633,Honduras,HND,YR2007,6.18832716678008
12634,Haiti,HTI,YR2007,4.70652994008303
12635,Guyana,GUY,YR2007,7.19123624057457
12636,Guinea-Bissau,GNB,YR2007,2.55982647882718
12637,Guinea,GIN,YR2007,6.81747111070281
12638,Guatemala,GTM,YR2007,6.33771869016203
12639,Guam,GUM,YR2007,0.717213114754102
12640,Grenada,GRD,YR2007,6.12345094741467
12641,Greenland,GRL,YR2007,2.3524379811805
12642,Greece,GRC,YR2007,3.27374687573136
12643,Gibraltar,GIB,YR2007,
12644,Ghana,GHA,YR2007,4.34681910440079
12645,Germany,DEU,YR2007,2.97645513131597
12646,Georgia,GEO,YR2007,12.5755698246405
12647,"Gambia, The",GMB,YR2007,3.04324950829739
12648,Gabon,GAB,YR2007,6.00810802487668
12649,French Polynesia,PYF,YR2007,1.70497563803002
12650,France,FRA,YR2007,2.42473624337305
12651,Finland,FIN,YR2007,5.29933650739021
12652,Fiji,FJI,YR2007,-0.850654310045826
12653,Faroe Islands,FRO,YR2007,
12654,Ethiopia,ETH,YR2007,11.4561670000236
12655,Eswatini,SWZ,YR2007,4.43537557686975
12656,Estonia,EST,YR2007,7.57914052046765
12657,Eritrea,ERI,YR2007,1.42682221120323
12658,Equatorial Guinea,GNQ,YR2007,15.2821139194857
12659,El Salvador,SLV,YR2007,1.84760220587859
12660,"Egypt, Arab Rep.",EGY,YR2007,7.08782742675582
12661,Ecuador,ECU,YR2007,1.90242859700484
12662,Dominican Republic,DOM,YR2007,7.41595171481455
12663,Dominica,DMA,YR2007,6.3529724394503
12664,Djibouti,DJI,YR2007,
12665,Denmark,DNK,YR2007,0.909238928302372
12666,Czechia,CZE,YR2007,5.57033885921025
12667,Cyprus,CYP,YR2007,5.09806845261184
12668,Curacao,CUW,YR2007,2.46996322836787
12669,Cuba,CUB,YR2007,7.26213696647943
12670,Croatia,HRV,YR2007,5.07502182824415
12671,Cote d'Ivoire,CIV,YR2007,1.10142976793477
12672,Costa Rica,CRI,YR2007,8.21513198440249
12673,"Congo, Rep.",COG,YR2007,-6.61399480441001
12674,"Congo, Dem. Rep.",COD,YR2007,6.25947776437397
12675,Comoros,COM,YR2007,0.800042348955387
12676,Colombia,COL,YR2007,6.73819469090975
12677,China,CHN,YR2007,14.2308609331955
12678,Chile,CHL,YR2007,5.16823098722429
12679,Channel Islands,CHI,YR2007,
12680,Chad,TCD,YR2007,3.27149957888643
12681,Central African Republic,CAF,YR2007,4.60753485452025
12682,Cayman Islands,CYM,YR2007,3.16262533840754
12683,Canada,CAN,YR2007,2.04990461109004
12684,Cameroon,CMR,YR2007,4.32758900972871
12685,Cambodia,KHM,YR2007,10.2125739144392
12686,Cabo Verde,CPV,YR2007,15.1706879735517
12687,Burundi,BDI,YR2007,3.45194856381943
12688,Burkina Faso,BFA,YR2007,4.11137901761516
12689,Bulgaria,BGR,YR2007,6.65438762501466
12690,Brunei Darussalam,BRN,YR2007,0.154581811742773
12691,British Virgin Islands,VGB,YR2007,
12692,Brazil,BRA,YR2007,6.06987060678338
12693,Botswana,BWA,YR2007,5.79255577727118
12694,Bosnia and Herzegovina,BIH,YR2007,5.85712634217094
12695,Bolivia,BOL,YR2007,4.56438426887887
12696,Bhutan,BTN,YR2007,16.1047836486158
12697,Bermuda,BMU,YR2007,3.34513970877607
12698,Benin,BEN,YR2007,5.98634932177609
12699,Belize,BLZ,YR2007,3.297024122697
12700,Belgium,BEL,YR2007,3.67688113594973
12701,Belarus,BLR,YR2007,8.60000659901785
12702,Barbados,BRB,YR2007,2.07918388917751
12703,Bangladesh,BGD,YR2007,7.05859935449848
12704,Bahrain,BHR,YR2007,8.29396044759683
12705,"Bahamas, The",BHS,YR2007,1.44609991235758
12706,Azerbaijan,AZE,YR2007,24.9999998515683
12707,Austria,AUT,YR2007,3.72741530093519
12708,Australia,AUS,YR2007,3.77339268108837
12709,Aruba,ABW,YR2007,3.0895443848509
12710,Armenia,ARM,YR2007,13.7000000015467
12711,Argentina,ARG,YR2007,9.00765087504757
12712,Antigua and Barbuda,ATG,YR2007,9.31533050979209
12713,Angola,AGO,YR2007,14.0100000086059
12714,Andorra,AND,YR2007,1.55318814103222
12715,American Samoa,ASM,YR2007,1.85185185185186
12716,Algeria,DZA,YR2007,3.09999999978203
12717,Albania,ALB,YR2007,5.98325951855567
12718,Afghanistan,AFG,YR2007,13.8263195471281
12719,World,WLD,YR2007,4.37327669000229
12720,Upper middle income,UMC,YR2007,9.40870713382978
12721,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2007,6.16224217007546
12722,Sub-Saharan Africa (excluding high income),SSA,YR2007,6.1597112131456
12723,Sub-Saharan Africa,SSF,YR2007,6.16224217007544
