,Country,economy,Year,GDP
12724,South Asia (IDA & IBRD),TSA,YR2007,7.13916612636942
12725,South Asia,SAS,YR2007,7.13916612636942
12726,Small states,SST,YR2007,5.48661044448311
12727,Pre-demographic dividend,PRE,YR2007,6.06225149916236
12728,Post-demographic dividend,PST,YR2007,2.54180824777306
12729,Pacific island small states,PSS,YR2007,0.420858615914028
12730,Other small states,OSS,YR2007,6.35043993181057
12731,OECD members,OED,YR2007,2.59522803757896
12732,Not classified,INX,YR2007,
12733,North America,NAC,YR2007,2.00808304630573
12734,Middle income,MIC,YR2007,8.88196201680758
12735,Middle East & North Africa (IDA & IBRD countries),TMN,YR2007,6.03194291805968
12736,Middle East & North Africa (excluding high income),MNA,YR2007,6.01522807359144
12737,Middle East & North Africa,MEA,YR2007,5.16054571047529
12738,Lower middle income,LMC,YR2007,6.89322571289796
12739,Low income,LIC,YR2007,6.11690322077922
12740,Low & middle income,LMY,YR2007,8.82878713490636
12741,Least developed countries: UN classification,LDC,YR2007,7.26562705564766
12742,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2007,5.35029961161388
12743,Latin America & Caribbean (excluding high income),LAC,YR2007,5.33529155458459
12744,Latin America & Caribbean,LCN,YR2007,5.18181547599067
12745,Late-demographic dividend,LTE,YR2007,10.2099771032965
12746,IDA total,IDA,YR2007,5.9218761858189
12747,IDA only,IDX,YR2007,6.21939773790517
12748,IDA blend,IDB,YR2007,5.61431520803895
12749,IDA & IBRD total,IBT,YR2007,8.70205555705932
12750,IBRD only,IBD,YR2007,8.9489442670059
12751,High income,HIC,YR2007,2.85667247349559
12752,Heavily indebted poor countries (HIPC),HPC,YR2007,5.46047493666262
12753,Fragile and conflict affected situations,FCS,YR2007,5.98811524699423
12754,European Union,EUU,YR2007,3.15612152498106
12755,Europe & Central Asia (IDA & IBRD countries),TEC,YR2007,7.62753658428245
12756,Europe & Central Asia (excluding high income),ECA,YR2007,7.07520171091195
12757,Europe & Central Asia,ECS,YR2007,3.6515898969691
12758,Euro area,EMU,YR2007,3.01115480447594
12759,East Asia & Pacific (IDA & IBRD countries),TEA,YR2007,12.4861550379558
12760,East Asia & Pacific (excluding high income),EAP,YR2007,12.4866919748479
12761,East Asia & Pacific,EAS,YR2007,7.46657287927796
12762,Early-demographic dividend,EAR,YR2007,5.67234331055151
12763,Central Europe and the Baltics,CEB,YR2007,6.43296450007797
12764,Caribbean small states,CSS,YR2007,3.30016125951357
12765,Arab World,ARB,YR2007,4.49499372665991
12766,Africa Western and Central,AFW,YR2007,5.52271872747792
12767,Africa Eastern and Southern,AFE,YR2007,6.64659349092027
12768,Zimbabwe,ZWE,YR2008,-17.6689463301054
12769,Zambia,ZMB,YR2008,7.77389581542363
12770,"Yemen, Rep.",YEM,YR2008,3.64756947012633
12771,West Bank and Gaza,PSE,YR2008,7.42918225547835
12772,Virgin Islands (U.S.),VIR,YR2008,1.21862495452891
12773,Viet Nam,VNM,YR2008,5.66177120891362
12774,"Venezuela, RB",VEN,YR2008,5.27785412398782
12775,Vanuatu,VUT,YR2008,5.60099182147214
12776,Uzbekistan,UZB,YR2008,9.02916101784777
12777,Uruguay,URY,YR2008,7.17614466455107
12778,United States,USA,YR2008,0.113587248258867
12779,United Kingdom,GBR,YR2008,-0.225726974764584
12780,United Arab Emirates,ARE,YR2008,3.19183627331816
12781,Ukraine,UKR,YR2008,2.24349159628288
12782,Uganda,UGA,YR2008,8.70875190154499
12783,Tuvalu,TUV,YR2008,6.66666666666667
12784,Turks and Caicos Islands,TCA,YR2008,
12785,Turkmenistan,TKM,YR2008,14.7
12786,Turkiye,TUR,YR2008,0.815024573007705
12787,Tunisia,TUN,YR2008,4.23778147502819
12788,Trinidad and Tobago,TTO,YR2008,3.39173707807387
12789,Tonga,TON,YR2008,4.75016965581759
12790,Togo,TGO,YR2008,4.03564527277351
12791,Timor-Leste,TLS,YR2008,11.3948048266465
12792,Thailand,THA,YR2008,1.72569884866334
12793,Tanzania,TZA,YR2008,5.68641685905224
12794,Tajikistan,TJK,YR2008,7.89999827154939
12795,Syrian Arab Republic,SYR,YR2008,4.47667273608019
12796,Switzerland,CHE,YR2008,2.80798363168692
12797,Sweden,SWE,YR2008,-0.450559256743361
12798,Suriname,SUR,YR2008,4.14340681165626
12799,Sudan,SDN,YR2008,3.84674473121058
12800,St. Vincent and the Grenadines,VCT,YR2008,0.404640808638888
12801,St. Martin (French part),MAF,YR2008,
12802,St. Lucia,LCA,YR2008,4.94932194028057
12803,St. Kitts and Nevis,KNA,YR2008,11.1785279683724
12804,Sri Lanka,LKA,YR2008,5.95008814473897
12805,Spain,ESP,YR2008,0.887067045576416
12806,South Sudan,SSD,YR2008,
12807,South Africa,ZAF,YR2008,3.1910438863288
12808,Somalia,SOM,YR2008,6.69435192560192
12809,Solomon Islands,SLB,YR2008,6.22596954376191
12810,Slovenia,SVN,YR2008,3.50984151699558
12811,Slovak Republic,SVK,YR2008,5.574886345113
12812,Sint Maarten (Dutch part),SXM,YR2008,
12813,Singapore,SGP,YR2008,1.86348345462035
12814,Sierra Leone,SLE,YR2008,5.43589304424921
12815,Seychelles,SYC,YR2008,-2.72594626154864
12816,Serbia,SRB,YR2008,5.6555766215919
12817,Senegal,SEN,YR2008,3.70316906391386
12818,Saudi Arabia,SAU,YR2008,6.24975335613946
12819,Sao Tome and Principe,STP,YR2008,6.2287850696102
12820,San Marino,SMR,YR2008,-0.500939261114581
12821,Samoa,WSM,YR2008,3.55610467395
12822,Rwanda,RWA,YR2008,11.161263870131
12823,Russian Federation,RUS,YR2008,5.19996926404957
12824,Romania,ROU,YR2008,9.30746717077338
12825,Qatar,QAT,YR2008,17.6635563626089
12826,Puerto Rico,PRI,YR2008,-1.84413424978011
12827,Portugal,PRT,YR2008,0.319247925063081
12828,Poland,POL,YR2008,4.19998126444942
12829,Philippines,PHL,YR2008,4.34448730509183
12830,Peru,PER,YR2008,9.1265683014642
12831,Paraguay,PRY,YR2008,6.4962921197091
12832,Papua New Guinea,PNG,YR2008,-0.296457845880582
12833,Panama,PAN,YR2008,9.85565510810169
12834,Palau,PLW,YR2008,-5.49393600258631
12835,Pakistan,PAK,YR2008,2.1204410433083
12836,Oman,OMN,YR2008,8.20007815759141
12837,Norway,NOR,YR2008,0.481919541231974
12838,Northern Mariana Islands,MNP,YR2008,-11.0697674418605
12839,North Macedonia,MKD,YR2008,5.47200139015595
12840,Nigeria,NGA,YR2008,6.7644727778017
12841,Niger,NER,YR2008,7.73141422777337
12842,Nicaragua,NIC,YR2008,3.43477216304957
12843,New Zealand,NZL,YR2008,-1.2395351114323
12844,New Caledonia,NCL,YR2008,
12845,Netherlands,NLD,YR2008,2.17032485133603
12846,Nepal,NPL,YR2008,6.10463914373472
12847,Nauru,NRU,YR2008,75.6097560975612
12848,Namibia,NAM,YR2008,2.64981203780268
12849,Myanmar,MMR,YR2008,10.2553053929808
12850,Mozambique,MOZ,YR2008,6.87802942560995
12851,Morocco,MAR,YR2008,5.68453936284732
12852,Montenegro,MNE,YR2008,7.22275259212526
12853,Mongolia,MNG,YR2008,8.90036794067551
12854,Monaco,MCO,YR2008,0.73961279095063
12855,Moldova,MDA,YR2008,7.80000014541523
12856,"Micronesia, Fed. Sts.",FSM,YR2008,-2.40849258666222
12857,Mexico,MEX,YR2008,0.943331863036903
12858,Mauritius,MUS,YR2008,5.38696254207251
12859,Mauritania,MRT,YR2008,-0.331079195278377
12860,Marshall Islands,MHL,YR2008,-7.64627478196799
12861,Malta,MLT,YR2008,3.8263591660248
12862,Mali,MLI,YR2008,4.77314508142975
12863,Maldives,MDV,YR2008,8.97981687178448
12864,Malaysia,MYS,YR2008,4.83176988913097
12865,Malawi,MWI,YR2008,7.63973639933594
12866,Madagascar,MDG,YR2008,6.71263253913001
12867,"Macao SAR, China",MAC,YR2008,3.39134349083308
12868,Luxembourg,LUX,YR2008,-0.30017619444267
12869,Lithuania,LTU,YR2008,2.61442303328732
12870,Liechtenstein,LIE,YR2008,1.79808847836411
12871,Libya,LBY,YR2008,-0.162048238799883
12872,Liberia,LBR,YR2008,7.14569112811476
12873,Lesotho,LSO,YR2008,5.52341966978646
12874,Lebanon,LBN,YR2008,9.06912826789082
12875,Latvia,LVA,YR2008,-3.24912072305602
12876,Lao PDR,LAO,YR2008,7.82490276337012
12877,Kyrgyz Republic,KGZ,YR2008,8.40161604861429
12878,Kuwait,KWT,YR2008,2.47975694278544
12879,Kosovo,XKX,YR2008,
12880,"Korea, Rep.",KOR,YR2008,3.01298487281167
12881,"Korea, Dem. People's Rep.",PRK,YR2008,
12882,Kiribati,KIR,YR2008,-2.98507462686567
12883,Kenya,KEN,YR2008,0.232282744812977
12884,Kazakhstan,KAZ,YR2008,3.30000000021091
12885,Jordan,JOR,YR2008,7.22038637280139
12886,Japan,JPN,YR2008,-1.22428900072828
12887,Jamaica,JAM,YR2008,-0.811736703280815
12888,Italy,ITA,YR2008,-0.962012840579291
12889,Israel,ISR,YR2008,3.25116336079073
12890,Isle of Man,IMN,YR2008,4.90000100081545
12891,Ireland,IRL,YR2008,-4.48407064569804
12892,Iraq,IRQ,YR2008,8.22810710383277
12893,"Iran, Islamic Rep.",IRN,YR2008,0.250856552511053
12894,Indonesia,IDN,YR2008,6.01370359922831
12895,India,IND,YR2008,3.08669805921981
12896,Iceland,ISL,YR2008,2.20949641882098
12897,Hungary,HUN,YR2008,1.00394302900897
12898,"Hong Kong SAR, China",HKG,YR2008,2.12798181467106
12899,Honduras,HND,YR2008,4.23160011009342
12900,Haiti,HTI,YR2008,2.6580323082747
12901,Guyana,GUY,YR2008,1.75522349592019
12902,Guinea-Bissau,GNB,YR2008,4.52457514440721
12903,Guinea,GIN,YR2008,4.13301615965833
12904,Guatemala,GTM,YR2008,3.29352400028485
12905,Guam,GUM,YR2008,2.03458799593082
12906,Grenada,GRD,YR2008,0.947542624907697
12907,Greenland,GRL,YR2008,6.1661327018619
12908,Greece,GRC,YR2008,-0.335172543061219
12909,Gibraltar,GIB,YR2008,
12910,Ghana,GHA,YR2008,9.14979893831817
12911,Germany,DEU,YR2008,0.95987913356484
12912,Georgia,GEO,YR2008,2.42161440960641
12913,"Gambia, The",GMB,YR2008,6.25590553394287
12914,Gabon,GAB,YR2008,-3.30843064878751
12915,French Polynesia,PYF,YR2008,0.00676755066312751
12916,France,FRA,YR2008,0.254945960124033
12917,Finland,FIN,YR2008,0.783995060876521
12918,Fiji,FJI,YR2008,1.03279422025967
12919,Faroe Islands,FRO,YR2008,
12920,Ethiopia,ETH,YR2008,10.7885216853725
12921,Eswatini,SWZ,YR2008,0.821663913800052
12922,Estonia,EST,YR2008,-5.13200095768519
12923,Eritrea,ERI,YR2008,-9.78303001782456
12924,Equatorial Guinea,GNQ,YR2008,17.7991091333811
12925,El Salvador,SLV,YR2008,2.15440298282768
12926,"Egypt, Arab Rep.",EGY,YR2008,7.15628356711522
12927,Ecuador,ECU,YR2008,6.56492068224719
12928,Dominican Republic,DOM,YR2008,3.20950426157958
12929,Dominica,DMA,YR2008,7.12105798575789
12930,Djibouti,DJI,YR2008,
12931,Denmark,DNK,YR2008,-0.512016744849106
12932,Czechia,CZE,YR2008,2.68641195092762
12933,Cyprus,CYP,YR2008,3.6468119905756
12934,Curacao,CUW,YR2008,2.18804308019168
12935,Cuba,CUB,YR2008,4.11682804164681
12936,Croatia,HRV,YR2008,2.01952178877016
12937,Cote d'Ivoire,CIV,YR2008,4.7826659787672
12938,Costa Rica,CRI,YR2008,4.73817487709474
12939,"Congo, Rep.",COG,YR2008,6.30637595585259
12940,"Congo, Dem. Rep.",COD,YR2008,6.22589426869193
12941,Comoros,COM,YR2008,3.96461118871815
12942,Colombia,COL,YR2008,3.28344618616541
12943,China,CHN,YR2008,9.65067891939361
12944,Chile,CHL,YR2008,3.7893928023371
12945,Channel Islands,CHI,YR2008,
12946,Chad,TCD,YR2008,3.05269153196828
12947,Central African Republic,CAF,YR2008,2.05413096200485
12948,Cayman Islands,CYM,YR2008,-0.357401372925935
12949,Canada,CAN,YR2008,0.995406309993598
12950,Cameroon,CMR,YR2008,2.8476778892105
12951,Cambodia,KHM,YR2008,6.69157747619946
12952,Cabo Verde,CPV,YR2008,7.03901129565128
12953,Burundi,BDI,YR2008,4.86171636712641
12954,Burkina Faso,BFA,YR2008,5.79999174105387
12955,Bulgaria,BGR,YR2008,6.1295587623277
12956,Brunei Darussalam,BRN,YR2008,-1.93971463784671
12957,British Virgin Islands,VGB,YR2008,
12958,Brazil,BRA,YR2008,5.09419544658736
12959,Botswana,BWA,YR2008,3.25207295796832
12960,Bosnia and Herzegovina,BIH,YR2008,5.44383103450177
12961,Bolivia,BOL,YR2008,6.14849787462164
12962,Bhutan,BTN,YR2008,4.52944869181806
12963,Bermuda,BMU,YR2008,-1.86595582635186
12964,Benin,BEN,YR2008,4.89657708429647
12965,Belize,BLZ,YR2008,-1.53859392110355
12966,Belgium,BEL,YR2008,0.446928735275904
12967,Belarus,BLR,YR2008,10.199999472722
12968,Barbados,BRB,YR2008,0.633461059309965
12969,Bangladesh,BGD,YR2008,6.01378975738535
12970,Bahrain,BHR,YR2008,6.24501077496258
12971,"Bahamas, The",BHS,YR2008,-2.32364807041851
12972,Azerbaijan,AZE,YR2008,10.7589780604684
12973,Austria,AUT,YR2008,1.4604236757386
12974,Australia,AUS,YR2008,3.58622797986055
12975,Aruba,ABW,YR2008,1.83575517191368
12976,Armenia,ARM,YR2008,6.90000000042959
12977,Argentina,ARG,YR2008,4.05723310346406
12978,Antigua and Barbuda,ATG,YR2008,-0.0140064472754204
12979,Angola,AGO,YR2008,11.1699999942146
12980,Andorra,AND,YR2008,-5.55918636850581
12981,American Samoa,ASM,YR2008,-2.65734265734265
12982,Algeria,DZA,YR2008,2.49999999997046
12983,Albania,ALB,YR2008,7.50004143020151
12984,Afghanistan,AFG,YR2008,3.92498381999467
12985,World,WLD,YR2008,2.06249593292573
12986,Upper middle income,UMC,YR2008,6.26537334501975
12987,Sub-Saharan Africa (IDA & IBRD countries),TSS,YR2008,5.18944068824474
12988,Sub-Saharan Africa (excluding high income),SSA,YR2008,5.19701159459629
12989,Sub-Saharan Africa,SSF,YR2008,5.18944068824474
12990,South Asia (IDA & IBRD),TSA,YR2008,3.2981049942519
12991,South Asia,SAS,YR2008,3.2981049942519
12992,Small states,SST,YR2008,1.77150771306994
12993,Pre-demographic dividend,PRE,YR2008,6.38702191185929
12994,Post-demographic dividend,PST,YR2008,0.355737384773008
12995,Pacific island small states,PSS,YR2008,2.13121676754764
12996,Other small states,OSS,YR2008,2.05764255095009
12997,OECD members,OED,YR2008,0.385099491948012
12998,Not classified,INX,YR2008,
12999,North America,NAC,YR2008,0.181624377579396
13000,Middle income,MIC,YR2008,5.91964385033339
13001,Middle East & North Africa (IDA & IBRD countries),TMN,YR2008,3.68896402035884
13002,Middle East & North Africa (excluding high income),MNA,YR2008,3.71624261777279
13003,Middle East & North Africa,MEA,YR2008,4.57602748558443
13004,Lower middle income,LMC,YR2008,4.58361813322831
13005,Low income,LIC,YR2008,5.54212631317863
13006,Low & middle income,LMY,YR2008,5.91256471731205
13007,Least developed countries: UN classification,LDC,YR2008,6.44492278039242
13008,Latin America & the Caribbean (IDA & IBRD countries),TLA,YR2008,3.8098452060602
13009,Latin America & Caribbean (excluding high income),LAC,YR2008,3.73980822787215
13010,Latin America & Caribbean,LCN,YR2008,3.64048779331061
13011,Late-demographic dividend,LTE,YR2008,6.92156827366756
13012,IDA total,IDA,YR2008,5.03006015307889
13013,IDA only,IDX,YR2008,5.87613700800567
13014,IDA blend,IDB,YR2008,4.15042279823392
13015,IDA & IBRD total,IBT,YR2008,5.83585509540794
13016,IBRD only,IBD,YR2008,5.90542406798158
13017,High income,HIC,YR2008,0.675885063107501
13018,Heavily indebted poor countries (HIPC),HPC,YR2008,5.64147686899021
13019,Fragile and conflict affected situations,FCS,YR2008,5.04211251855638
13020,European Union,EUU,YR2008,0.641259951664836
13021,Europe & Central Asia (IDA & IBRD countries),TEC,YR2008,4.45629803386404
13022,Europe & Central Asia (excluding high income),ECA,YR2008,3.06266605956918
13023,Europe & Central Asia,ECS,YR2008,1.01657325581787
13024,Euro area,EMU,YR2008,0.424721952480184
13025,East Asia & Pacific (IDA & IBRD countries),TEA,YR2008,8.61541267345021
13026,East Asia & Pacific (excluding high income),EAP,YR2008,8.61568809514881
13027,East Asia & Pacific,EAS,YR2008,4.38495001229602
13028,Early-demographic dividend,EAR,YR2008,3.44482529832393
13029,Central Europe and the Baltics,CEB,YR2008,3.93561539955252
13030,Caribbean small states,CSS,YR2008,0.54217939444186
13031,Arab World,ARB,YR2008,5.55075507405265
13032,Africa Western and Central,AFW,YR2008,6.28146530751468
13033,Africa Eastern and Southern,AFE,YR2008,4.3710975723267
13034,Zimbabwe,ZWE,YR2009,12.0195599748423
13035,Zambia,ZMB,YR2009,9.2203484058663
13036,"Yemen, Rep.",YEM,YR2009,3.86622951587742
13037,West Bank and Gaza,PSE,YR2009,8.59349087893864
13038,Virgin Islands (U.S.),VIR,YR2009,-6.59478885893981
13039,Viet Nam,VNM,YR2009,5.39789754014181
13040,"Venezuela, RB",VEN,YR2009,-3.20230265749002
13041,Vanuatu,VUT,YR2009,3.03730354099602
13042,Uzbekistan,UZB,YR2009,8.05093332733966
13043,Uruguay,URY,YR2009,4.24349419462426
13044,United States,USA,YR2009,-2.57650023426996
13045,United Kingdom,GBR,YR2009,-4.61495740242552
13046,United Arab Emirates,ARE,YR2009,-5.24292190385027
13047,Ukraine,UKR,YR2009,-15.1364679101502
13048,Uganda,UGA,YR2009,6.80151734860395
13049,Tuvalu,TUV,YR2009,-6.25
13050,Turks and Caicos Islands,TCA,YR2009,
13051,Turkmenistan,TKM,YR2009,6.10000011485643
13052,Turkiye,TUR,YR2009,-4.82315395301769
13053,Tunisia,TUN,YR2009,3.04345012371552
13054,Trinidad and Tobago,TTO,YR2009,-4.3917292474614
13055,Tonga,TON,YR2009,-5.19910903711188
13056,Togo,TGO,YR2009,5.45382399431942
13057,Timor-Leste,TLS,YR2009,10.1469544183475
13058,Thailand,THA,YR2009,-0.690618232300579
13059,Tanzania,TZA,YR2009,5.26910524873463
13060,Tajikistan,TJK,YR2009,3.90000114826496
13061,Syrian Arab Republic,SYR,YR2009,5.91204279337705
13062,Switzerland,CHE,YR2009,-2.29737463071545
13063,Sweden,SWE,YR2009,-4.33979057452935
13064,Suriname,SUR,YR2009,3.01369898266211
13065,Sudan,SDN,YR2009,-2.76770436599138
13066,St. Vincent and the Grenadines,VCT,YR2009,-1.3781936056056
13067,St. Martin (French part),MAF,YR2009,
13068,St. Lucia,LCA,YR2009,-2.82889954830628
13069,St. Kitts and Nevis,KNA,YR2009,-3.37930611341334
13070,Sri Lanka,LKA,YR2009,3.53891205317842
13071,Spain,ESP,YR2009,-3.7631070424473
13072,South Sudan,SSD,YR2009,5.04164187983342
13073,South Africa,ZAF,YR2009,-1.53808913525583
13074,Somalia,SOM,YR2009,6.69435192560508
13075,Solomon Islands,SLB,YR2009,2.86426790167438
13076,Slovenia,SVN,YR2009,-7.54843779134178
13077,Slovak Republic,SVK,YR2009,-5.45553286715979
13078,Sint Maarten (Dutch part),SXM,YR2009,
13079,Singapore,SGP,YR2009,0.127953382778088
13080,Sierra Leone,SLE,YR2009,3.20943156226375
13081,Seychelles,SYC,YR2009,-2.47937594726137
13082,Serbia,SRB,YR2009,-2.73175198917728
13083,Senegal,SEN,YR2009,2.75210448455053
13084,Saudi Arabia,SAU,YR2009,-2.05926391316528
13085,Sao Tome and Principe,STP,YR2009,3.30241414342119
13086,San Marino,SMR,YR2009,-10.3209565764632
13087,Samoa,WSM,YR2009,-0.541677601834593
13088,Rwanda,RWA,YR2009,6.24826524602575
13089,Russian Federation,RUS,YR2009,-7.79999391271275
13090,Romania,ROU,YR2009,-5.51739440805439
13091,Qatar,QAT,YR2009,11.9565611289086
13092,Puerto Rico,PRI,YR2009,-1.95242514172253
13093,Portugal,PRT,YR2009,-3.12207942033321
13094,Poland,POL,YR2009,2.83218405318897
13095,Philippines,PHL,YR2009,1.44832306275669
13096,Peru,PER,YR2009,1.0958236592427
13097,Paraguay,PRY,YR2009,-0.261137328080281
13098,Papua New Guinea,PNG,YR2009,6.80042148322096
13099,Panama,PAN,YR2009,1.24299212683259
13100,Palau,PLW,YR2009,-7.26061221684758
13101,Pakistan,PAK,YR2009,3.47255059567348
13102,Oman,OMN,YR2009,6.1123956079346
13103,Norway,NOR,YR2009,-1.94036469505112
13104,Northern Mariana Islands,MNP,YR2009,-17.5732217573222
13105,North Macedonia,MKD,YR2009,-0.358614856979671
13106,Nigeria,NGA,YR2009,8.03692510099067
13107,Niger,NER,YR2009,1.96260090694645
13108,Nicaragua,NIC,YR2009,-3.29129212830696
13109,New Zealand,NZL,YR2009,-0.051952422293283
13110,New Caledonia,NCL,YR2009,
13111,Netherlands,NLD,YR2009,-3.66688393735825
13112,Nepal,NPL,YR2009,4.5330787246486
13113,Nauru,NRU,YR2009,-5.55555555555564
13114,Namibia,NAM,YR2009,0.295970914001089
13115,Myanmar,MMR,YR2009,10.5500090961932
13116,Mozambique,MOZ,YR2009,5.92897187460815
13117,Morocco,MAR,YR2009,3.74576940136258
13118,Montenegro,MNE,YR2009,-5.79509699477244
13119,Mongolia,MNG,YR2009,-1.26859893608282
13120,Monaco,MCO,YR2009,-11.3344849924422
13121,Moldova,MDA,YR2009,-6.00000026352828
13122,"Micronesia, Fed. Sts.",FSM,YR2009,1.09309924105246
13123,Mexico,MEX,YR2009,-6.29525055780502
13124,Mauritius,MUS,YR2009,3.31507699790781
13125,Mauritania,MRT,YR2009,0.0978758719728035
13126,Marshall Islands,MHL,YR2009,3.69821916480055
13127,Malta,MLT,YR2009,-1.13387365460049
13128,Mali,MLI,YR2009,4.80632226697864
13129,Maldives,MDV,YR2009,-8.15776321543765
13130,Malaysia,MYS,YR2009,-1.51352871598714
13131,Malawi,MWI,YR2009,8.32810985214307
13132,Madagascar,MDG,YR2009,-3.9787086116544
13133,"Macao SAR, China",MAC,YR2009,1.27440707233202
13134,Luxembourg,LUX,YR2009,-3.23895402683188
13135,Lithuania,LTU,YR2009,-14.8386083735986
13136,Liechtenstein,LIE,YR2009,-1.15748291975636
13137,Libya,LBY,YR2009,-4.4001817631021
13138,Liberia,LBR,YR2009,5.30054050291531
13139,Lesotho,LSO,YR2009,-1.25375779920832
13140,Lebanon,LBN,YR2009,10.232155577776
13141,Latvia,LVA,YR2009,-14.2601400377132
13142,Lao PDR,LAO,YR2009,7.50177491225853
13143,Kyrgyz Republic,KGZ,YR2009,2.88629457537731
13144,Kuwait,KWT,YR2009,-7.07605643073411
13145,Kosovo,XKX,YR2009,5.03485413839893
13146,"Korea, Rep.",KOR,YR2009,0.792698989518186
13147,"Korea, Dem. People's Rep.",PRK,YR2009,
13148,Kiribati,KIR,YR2009,0.512820512820511
13149,Kenya,KEN,YR2009,3.30693981631089
13150,Kazakhstan,KAZ,YR2009,1.19999999942873
13151,Jordan,JOR,YR2009,5.02371007272669
13152,Japan,JPN,YR2009,-5.69323635882266
13153,Jamaica,JAM,YR2009,-4.3453018579464
13154,Italy,ITA,YR2009,-5.2809372082931
13155,Israel,ISR,YR2009,0.883120393565378
13156,Isle of Man,IMN,YR2009,2.10000027181374
13157,Ireland,IRL,YR2009,-5.0957831845721
13158,Iraq,IRQ,YR2009,3.37929909442771
13159,"Iran, Islamic Rep.",IRN,YR2009,1.00738546285622
13160,Indonesia,IDN,YR2009,4.62887118346032
13161,India,IND,YR2009,7.86188883286074
